sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes,is_main_23,is_aux_45,weight_len,weight_quality,sample_weight
ITTNP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,549.0,549.0,549.0,549.0,1.0,1,6,6,,,,ahtpdb_clean_um_standardized,False,False,,2017 || 2509 || 2702 || 2902 || 5714 || 6558,Pork skeletal muscle proteins || Porcine skeletal muscle || Porcine || Porcine myosin,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC || Cushman and Cheung (1971), Yamamoto and others || HPLC, FAB-MS",False,True,0.5,0.7,0.35
IWHHT,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,5.1,5.8,5.8,5.5,1.1372549019607845,2,7,7,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000061 || 3348 || 1066 || 2344 || 4223 || 5323 || 5658 || 6345,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3348 || Fish (Dried Bonito) || Fish (Dried bonito hydrolysate) || Fish (Bonito (Sarda - dried bonito (katsuobusi))) || Fish (Dried bonito),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC || Cushman and Cheung (1971), Yamamoto and others || RP-HPLC, HIC",False,True,0.5,0.8,0.4
IYPRY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,4.1,8.5,4.1,5.671428571428572,2.073170731707317,1,7,7,,,,ahtpdb_clean_um_standardized,False,False,,1670 || 2346 || 4999 || 5324 || 5571 || 6154 || 6410,Casein || Sake || Cereals (Sake (Japanese alcoholic beverage made from rice)) || Sake and sake lees,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Enzymatic Hydrolysis of milk proteins || Cushman and Cheung (1971) || RP-HPLC,False,True,0.5,0.7,0.35
KAPVA,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,46.56,46.56,46.56,46.56,1.0,2,5,5,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000269 || 8199 || 2548 || 5325 || 6125 || 6760,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8199 || Pork (Sus domesticus) || Pork meat,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Sentandreu and Toldra (2006) || RP-HPLC,False,True,0.5,0.8,0.4
KAVPQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,39.0,39.0,39.0,39.0,1.0,1,1,1,,,,ferm_strict_core_standardized,False,False,,fermfoodb_ace_000198 || FMDB782,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Identification of peptides in traditional and probiotic sheep Milk Yogurt with angiotensin I-converting enzyme (ACE)-inhibitory activity || ACE In hibitory activity using HHL as the substrate,False,True,0.5,0.7,0.35
KDERF,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,431.15,848.0,848.0,743.7875,1.966832888785805,2,4,4,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000054 || MBPDB_P02669_KDERF_34-38 || 1004 || 2494 || 6614,10.1002/elps.200700324 || Milk (Ovine milk proteins) || Milk (Ovine milk product),"Identification of novel angiotensin-converting enzyme-inhibitory peptides from ovine milk proteins by CE-MS and chromatographic techniques || Ovis aries || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, FPLC, RP-HPLC, IT-MS (CE-MS)",False,True,0.5,0.8,0.4
KDYRL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,26.5,26.5,26.5,26.5,1.0,1,5,5,,,,ahtpdb_clean_um_standardized,False,False,,1261 || 1824 || 2695 || 5326 || 6095,Legume (Mung bean protein) || Legume (Mung Bean) || Legume (Mung bean (Phaseolus radiatus L.)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Extraction-free spectrophotometric assay || Li G-H et al. 2005 || UF, RPC || Modified Lieberman’s method || GPC, MALDI-TOF MS || Li et al (2005) || GFC, RP-HPLC, HIC",False,True,0.5,0.7,0.35
KFPQY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,12.37,12.37,12.37,12.37,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000521 || 9552,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9552,BIOPEP-UWM,False,True,0.5,0.7,0.35
KLKFV,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,30.2,30.2,30.2,30.2,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2400,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
KPGRP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,67.08,67.08,67.08,67.08,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000317 || 9017,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9017,BIOPEP-UWM,False,True,0.5,0.7,0.35
KVLPG,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,265.44,265.44,265.44,265.44,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000320 || 9020,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9020,BIOPEP-UWM,False,True,0.5,0.7,0.35
LALPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,290.0,794.33,790.0,690.866,2.7390689655172413,2,5,5,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000206 || MBPDB_P05814_LALPP_161-165 || 2520 || 5327 || 6012 || 6837,10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Synthetic peptide of Human beta casein),"Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
LAPYK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,16.85,16.85,16.85,16.85,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000551 || 9734,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9734,BIOPEP-UWM,False,True,0.5,0.7,0.35
LDIQK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,17.0,390.67,27.6,115.7175,22.98058823529412,3,4,4,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000153 || 7070 || mbpdb_ace_000090 || MBPDB_P02754_LDIQK_26-30 || 1308 || 2485,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7070 || 10.1016/j.chroma.2006.03.006 || Whey protein (Beta Lactoglobulin),BIOPEP-UWM || Effect of β-lactoglobulin hydrolysis with thermolysin under denaturing temperatures on the release of bioactive peptides || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.8,0.4
LDTDY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,121.0,121.0,121.0,121.0,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000088 || MBPDB_P02754_LDTDY_111-115,10.1016/j.jff.2015.11.038,Do whey protein-derived peptides have dual dipeptidyl-peptidase IV and angiotensin I-converting enzyme inhibitory activities? || Bos taurus || Beta-lactoglobulin,False,True,0.5,0.7,0.35
LIVTQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.087,0.087,0.087,0.087,1.0,1,1,1,,,,ferm_strict_core_standardized,False,False,,fermfoodb_ace_000377 || FMDB990,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Antihypertensive Peptides Derived from soy Protein by Fermentation || Spectrophotometric assay using HHL as substrate,False,True,0.5,0.7,0.35
LIWKL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.47,0.47,0.47,0.47,1.0,3,4,4,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000397 || 9109 || mbpdb_ace_000020 || MBPDB_P24627_LIWKL_285-289 || 4331 || 5522,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9109 || 10.1016/j.foodchem.2011.08.076,BIOPEP-UWM || Antihypertensive effect of a bovine lactoferrin pepsin hydrolysate: Identification of novel active peptides || Bos taurus || Lactotransferrin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Sentandreu and Toldra (2006) || RP-HPLC || HPLC,False,True,0.5,0.8,0.4
LKISQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,10.64,10.64,10.64,10.64,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000552 || 9735,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9735,BIOPEP-UWM,False,True,0.5,0.7,0.35
LKPDM,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,9.69,9.69,9.69,9.69,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2359,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
LKPMN,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2.4,9.79,6.095,6.095,4.079166666666667,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,2360 || 6664,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
LKPNM,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2.4,17.0,2.4,6.05,7.083333333333334,1,12,12,,,,ahtpdb_clean_um_standardized,False,False,,1022 || 1068 || 1072 || 1659 || 1952 || 2024 || 2944 || 5006 || 5328 || 5512 || 5560 || 5660,Fish (Bonita) || Fish (Dried Bonito) || Aldolase || Fish proteins || Fish || Fish (Dried bonito hydrolysate) || Fish (Bonito (Sarda - dried bonito (katsuobusi))),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || ACE inhibitory assay kit (ACE kit-WST, Dojindo Lab || SEC, RP-HPLC, LC-MS/MS || Cushman and Cheung (1971) || HPLC || Cushman and Cheung (1971), Yamamoto and others || HPLC, RP-HPLC || Enzymatic Hydrolysis of milk proteins || RP-HPLC, HIC",False,True,0.5,0.7,0.35
LKYAT,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.09,0.09,0.09,0.09,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000553 || 9736,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9736,BIOPEP-UWM,False,True,0.5,0.7,0.35
LLDPR,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,277.16,277.16,277.16,277.16,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000743 || 10777,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10777,BIOPEP-UWM,False,True,0.5,0.7,0.35
LLMPK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,686.2,686.2,686.2,686.2,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000466 || 9220,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9220,BIOPEP-UWM,False,True,0.5,0.7,0.35
LPILR,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,779.8,779.8,779.8,779.8,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000541 || 9708,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9708,BIOPEP-UWM,False,True,0.5,0.7,0.35
LPYPY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,20.885,28.9,28.9,27.297000000000004,1.3837682547282737,2,5,5,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000034 || MBPDB_P02668_LPYPY_77-81 || 1006 || 2398 || 4323 || 6618,"1) 10.1002/elps.200700324, 2) 10.3168/jds.2018-15901 || Milk (Ovine milk proteins) || Milk-Cheese (Sheep milk and cheeses proteins) || Milk (Ovine milk product)","1) Identification of novel angiotensin-converting enzyme-inhibitory peptides from ovine milk proteins by CE-MS and chromatographic techniques, 2) Angiotensin-converting enzyme inhibitory peptides from Lactobacillus delbrueckii QS306 fermented milk || Bos taurus || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, FPLC, RP-HPLC, IT-MS (CE-MS) || RP-HPLC",False,True,0.5,0.8,0.4
LQQGG,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,8.6,8.6,8.6,8.6,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2006,Cereals (Barley protein B-Hordein),small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
LRCNG,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2.9,2.9,2.9,2.9,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2034,Fish (chum salmon fish),small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
LRKKQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2.4,2.4,2.4,2.4,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2033,Fish (chum salmon fish),small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
LSNGK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,130.6,130.6,130.6,130.6,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000392 || 9101,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9101,BIOPEP-UWM,False,True,0.5,0.7,0.35
LVQGS,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,43.7,43.7,43.7,43.7,1.0,2,6,5,,,,ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,,fermfoodb_ace_000379 | fermfoodb_ace_000856 || FMDB2202 | FMDB992 || 1898 || 2700 || 5329 || 6217,Soybean (Fermented Soybean) || Soybean || Soybean (Glycine max fermented soybean extract),"within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Purification and identification of an angiotensin I-converting enzyme inhibitory peptide from fermented soybean extract || Spectrophotometric assay using HHL as substate | Spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, SEC, RPC || RP-HPLC, MALDI-TOF-MS || GFC, IEC, RP-HPLC, UF",False,True,0.5,0.8,0.4
LYHVL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,17.5,17.5,17.5,17.5,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000450 || 9204,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9204,BIOPEP-UWM,False,True,0.5,0.7,0.35
LYPVK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,4.5,4.5,4.5,4.5,1.0,2,3,3,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000116 || 3523 || 2336 || 6441,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3523 || Fig (Ficus carica),BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.8,0.4
MDFLI,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.01,172.470562411,0.01,57.49685413699999,17247.0562411,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,1828 || 2295 || 6717,Chickpea (legumin fraction),"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Hayakari et al. (1978) || UF, RPC || exact_molar_value || not_converted: ic50_type不是mass_unit",False,True,0.5,0.7,0.35
MIPAY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,8.7,8.7,8.7,8.7,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,4643,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
MLLCS,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.828,2068.08781419,98.8700564972,576.20903854424,2497.690596847826,1,5,5,,,,ahtpdb_clean_um_standardized,False,False,,2815 || 2926 || 3686 || 3690 || 3721,Sea-squirt body || Sea-squirt || Ascidian body,"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Kim et al. 2001 || UF, GF, RP-HPLC || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, GFC, RP-HPLC || RP-HPLC",False,True,0.5,0.7,0.35
MLPAY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1.58,1.58,1.58,1.58,1.0,1,4,4,,,,ahtpdb_clean_um_standardized,False,False,,1884 || 4635 || 5330 || 6191,Sesame || Sesame protein || Sesame (Sesamum indicum),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Friedland and Silverstein (1976) || SEC, RPC || RP-HPLC || GFC, RP-HPLC",False,True,0.5,0.7,0.35
MLPVY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,5.4,5.4,5.4,5.4,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000295 || 8405,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8405,BIOPEP-UWM,False,True,0.5,0.7,0.35
MNPPK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,945.5,954.99,945.5,947.0816666666666,1.010037017451084,1,6,6,,,,ahtpdb_clean_um_standardized,False,False,,2018 || 2527 || 2701 || 2901 || 5715 || 6557,Pork skeletal muscle proteins || Porcine skeletal muscle || Porcine myosin,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC || Cushman and Cheung (1971), Yamamoto and others || HPLC, FAB-MS",False,True,0.5,0.7,0.35
MPFPK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,261.32,261.32,261.32,261.32,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000824 || 11224,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11224,BIOPEP-UWM,False,True,0.5,0.7,0.35
MRWRD,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2.09,2.1,2.1,2.098333333333333,1.0047846889952154,2,6,6,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000530 || 9664 || 1922 || 2315 || 2573 || 5331 || 6228,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9664 || Spinach || Spinach Rubisco || Spinach (Spinacia oleracea),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RPC, CC || Cushman and Cheung (1971), Maruyama and Suzuki || HPLC || IEC, RP-HPLC",False,True,0.5,0.8,0.4
MTEEY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,90.3,90.3,90.3,90.3,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000391 || 9099,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9099,BIOPEP-UWM,False,True,0.5,0.7,0.35
NAQRP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,32.0,32.0,32.0,32.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2964,Arachin,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Jimsheena and Gowda (2009) || RP-HPLC,False,True,0.5,0.7,0.35
NLHLP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,420.0,420.0,420.0,420.0,1.0,2,6,6,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000178 || MBPDB_P05814_NLHLP_138-142 || 2491 || 5332 || 5995 || 6333 || 6820,10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
PAPPK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,199.58,199.58,199.58,199.58,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000311 || 9011,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9011,BIOPEP-UWM,False,True,0.5,0.7,0.35
PIPFP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,66.0,66.0,66.0,66.0,1.0,1,1,1,,,,ferm_strict_core_standardized,False,False,,fermfoodb_ace_000193 || FMDB777,11410003,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ACE In hibitory activity using FAPGG as the substrate,False,True,0.5,0.7,0.35
PKAIP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,592.2,592.2,592.2,592.2,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2513,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
PLFPK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,41.3,41.3,41.3,41.3,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000453 || 9207,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9207,BIOPEP-UWM,False,True,0.5,0.7,0.35
PLIYP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,4.4,4.4,4.4,4.4,1.0,3,9,9,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000013 || 2629 || mbpdb_ace_000170 || MBPDB_P05814_PLIYP_63-67 || 2334 || 3665 || 5333 || 5968 || 6298 || 6785 || 6793,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2629 || 10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Milk || Human (Synthetic peptide of Human beta casein),"BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
PLPLL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.53,453.13,453.120185598,302.26006186599994,854.9622641509434,3,3,3,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000477 || 9242 || mbpdb_ace_000168 || MBPDB_L8I8G5_PLPLL_151-155 || 2699,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9242 || 10.1016/j.foodchem.2006.10.041 || Milk (Yak milk casein),"BIOPEP-UWM || Value-added utilization of yak milk casein for the production of angiotensin-I-converting enzyme inhibitory peptides || Bos mutus || Beta-casein (Fragment) || small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || HPLC with Cushman and Cheung (1971) || UF, GF, HPLC, LC-MS, LC-ESI-MS/MS",False,True,0.5,0.8,0.4
PNSHP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1001.0,1001.0,1001.0,1001.0,1.0,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,2530 || 6656,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
PPEIN,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.29,510.0,509.997713803,340.09590460100003,1758.6206896551726,3,3,3,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000478 || 9243 || mbpdb_ace_000052 || MBPDB_I6UFY2_PPEIN_177-181 || 2698,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9243 || 10.1016/j.foodchem.2006.10.041 || Milk (Yak milk casein),"BIOPEP-UWM || Value-added utilization of yak milk casein for the production of angiotensin-I-converting enzyme inhibitory peptides || Bos mutus || Kappa-casein || small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || HPLC with Cushman and Cheung (1971) || UF, GF, HPLC, LC-MS, LC-ESI-MS/MS",False,True,0.5,0.8,0.4
PQAFP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,585.0,585.0,585.0,585.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2512,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
PQPIP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,340.0,407.0,340.0,349.57142857142856,1.1970588235294115,3,7,7,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000039 || 2661 || mbpdb_ace_000165 || MBPDB_P05814_PQPIP_154-158 || 2489 || 5334 || 6007 || 6324 || 6832,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2661 || 10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
PRHQG,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,20.67,20.67,20.67,20.67,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2381,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
