sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes
LW,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,4.4,20000.0,23.6,23.6,4545.454545454545,4,27,10,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000426 | ace_merged_000427 | ace_merged_000428 | ace_merged_000429 | ace_merged_000430 | ace_merged_000431 | ace_merged_000432 | ace_merged_000433 | ace_merged_000434 | ace_merged_000435 | ace_merged_000436 | ace_merged_000437 | ace_merged_000438 | ace_merged_000439 | ace_merged_000440 | ace_merged_000441 | ace_merged_000442 || 1086 | 1378 | 1385 | 1445 | 1469 | 1860 | 2043 | 2079 | 2105 | 2150 | 5162 | 6161 | 6273 | 6373 | FMDB1986 | FMDB1993 | MBPDB_P02662_LW_213-214 || mbpdb_ace_000310 || MBPDB_P02662_LW_213-214 || fermfoodb_ace_000759 | fermfoodb_ace_000766 || FMDB1986 | FMDB1993 || 1086 || 1860 || 2043 || 5162 || 6161 || 6273 || 6373,"1) 10.1080/1475636031000138723, 2) 10.1080/00021369.1987.10868415 || 12358510 || Fish (Salmon) || Wakame || Egg proteins || Fish (Salmon (Oncorhynchus keta)) || Wakame (Undaria pinnatifida) || Casein","source_count=3; spread_ratio=4545.4545 || multi-source evidence but conflicting IC50 range || AHTPDB | FermFooDb | MBPDB || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1986 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1993 || 1) Characterization of New Milk-derived Inhibitors of Angiotensin Converting Enzyme In Vitro and In Vivo, 2) Angiotensin I-Converting Enzyme Inhibitory Activity of the C-Terminal Hexapeptide of αs1- Casein || Bos taurus || Alpha-S1-casein || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Spectrophotometric assay using HHL as substate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || RP-HPLC || Cushman and Cheung (1971) || RP-HPLC, LC-MS || GFC, RP-HPLC, HIC"
LY,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,6.8,20000.0,44.0,44.0,2941.1764705882356,4,22,10,,,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000443 | ace_merged_000444 | ace_merged_000445 | ace_merged_000446 | ace_merged_000447 | ace_merged_000448 | ace_merged_000449 | ace_merged_000450 | ace_merged_000451 | ace_merged_000452 | ace_merged_000453 | ace_merged_000454 | ace_merged_000455 || 1096 | 1354 | 1358 | 1361 | 1408 | 1976 | 2958 | 3381 | 5163 | 5546 | 6174 | 6365 | MBPDB_P24627_LY_337-338 || biopep_ace_000075 || 3381 || mbpdb_ace_000016 || MBPDB_P24627_LY_337-338 || 1096 || 1976 || 2958 || 5163 || 5546 || 6174 || 6365,10.1080/1475636031000138723 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3381 || Fish (Sardine) || Egg proteins || Rapeseed proteins || Rapeseed protein || Fish (Sardine (Sardina pilchardus muscle)) || Fish (Sardine muscle),"source_count=3; spread_ratio=2941.1765 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM | MBPDB || ACToR: ID 968-21-8 AHTPDB: ID 1096, 1173, 1354, 1358, 1361, 1408, 1976, 2958, 3053, 3055, 3178, 3387, 3520, 3856, 3993, 4099, 4717, 5163, 5546, 5613, 5773, 6174, 6365 BindingDB: ID 50348865 BioPepDB: ID biopep00936 BIOPEP-UWM database of bioactive peptides: ID 7872 BIOPEP-UWM database of sensory peptides and amino acids: ID 482 BRENDA: Ligand Leu-Tyr ChEBI: ID 73591 ChEMBL: ID CHEMBL56099 ChemIDplus: ID 968-21-8 ChemSpider: ID 63589 CTD: ID 968-21-8 eChemPortal: ID 968-21-8 EROP-Moscow: ID E01336 J-GLOBAL: ID 200907084889987250 Metabolights: ID MTBLC73591 Nikkaji: ID J80.048A PubChem: CID 70410 SATPdb: ID satpdb19431 SureChEMBL: ID SCHEMBL2474675 ZINC: ID ZINC000001708202 || BIOPEP-UWM || Characterization of New Milk-derived Inhibitors of Angiotensin Converting Enzyme In Vitro and In Vivo || Bos taurus || Lactotransferrin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || 2,4,6-trinitrobenzene sulfonate(TNBS) method || RP-GPC, HPLC || Cushman and Cheung (1971), Majumder & Wu (2009) || LC-MS/MS || Holmquist et al. (1979) || GPC, RP-HPLC || RP-HPLC || Cushman and Cheung (1971)"
MA,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,152.0,152.0,152.0,152.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000456 || 6969,Prince-of-Wales feather (Amaranthus hypochondriacus),only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
MF,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,0.92,20000.0,44.7,44.7,21739.130434782608,3,17,9,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000458 | ace_merged_000459 | ace_merged_000460 | ace_merged_000461 | ace_merged_000462 | ace_merged_000463 | ace_merged_000464 | ace_merged_000465 | ace_merged_000466 || 1093 | 1116 | 1355 | 2820 | 3385 | 5164 | 6171 | 6194 | 6369 || biopep_ace_000079 || 3385 || 1093 || 1116 || 2820 || 5164 || 6171 || 6194 || 6369,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3385 || Fish (Sardine) || Fish (Shark meat) || Fish (Sardine (Sardina pilchardus muscle)) || Fish (Shark) || Fish (Sardine muscle),"source_count=2; spread_ratio=21739.1304 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || 2,4,6-trinitrobenzene sulfonate(TNBS) method || RP-GPC, HPLC || He et al. || UF, GF and RP-HPLC || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || UF, GF, RP-HPLC || Cushman and Cheung (1971) || RP-HPLC || GFC, RP-HPLC, UF"
MG,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,4800.0,20000.0,4800.0,4800.0,4.166666666666667,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000467 | ace_merged_000468 | ace_merged_000469 || 1484 | 6595 | 7609 || biopep_ace_000213 || 7609 || 6595,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7609,"source_count=2; spread_ratio=4.1667 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || ACToR: ID 52671 AHTPDB: ID 1484, 3242, 3424, 3521, 3812, 3996, 4411, 4518, 4683, 6595 BindingDB: ID 50407420 BIOPEP-UWM database of bioactive peptides: ID 8828 BRENDA: Ligand Met-Gly CAS: Registry No 14486-03-4 ChEBI: ID 73611 ChEMBL: ID CHEMBL90972 ChemSpider: ID 5361044 DFBP: ID DFBPACEI1620 ECHA: ID 103-102-4; 238-487-9 EPA DSSTox: ID DTXSID401020087 FEMA: ID 4692 JECFA: ID 2122 J-GLOBAL: ID 200907025171488012 Metabolights: ID MTBLC73611 Metabolomics Workbench: ID 78903 Nikkaji: ID J81.776G PubChem: CID 6992930 SATPdb: ID satpdb10047 SureChEMBL: ID 538055 UniChem: ID 405165 UNII: ID T872MM2E20 Wikidata: ID Q27141928 ZINC: ID ZINC000001593212 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit"
MM,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,547.5,547.5,547.5,547.5,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_000470 || 9085 || biopep_ace_000380,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9085,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BindingDB: ID 50350482 BIOPEP-UWM database of bioactive peptides: ID 8833; 9086 BRENDA: Ligand Met-Met ChEBI: ID 74707 ChEMBL: ID CHEMBL1222165 ChemSpider: ID 5361185 J-GLOBAL: ID 200907019952150718 Metabolights: ID MTBLC74707 Nikkaji: ID J81.378H PubChem: CID 6993082 SureChEMBL: ID SCHEMBL1157691 ZINC: ID ZINC01605257
MP,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,135.3,135.3,135.3,135.3,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000471 || 6968,Prince-of-Wales feather (Amaranthus hypochondriacus),only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
MW,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,9.9,20000.0,9.95,9.95,2020.20202020202,3,13,6,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000472 | ace_merged_000473 | ace_merged_000474 | ace_merged_000475 | ace_merged_000476 | ace_merged_000477 | ace_merged_000478 | ace_merged_000479 || 1084 | 1467 | 1512 | 2029 | 2225 | 5165 | 6159 | 9091 || biopep_ace_000385 || 9091 || 1084 || 2029 || 5165 || 6159,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9091 || Fish (Salmon) || Fish (Sardine) || Fish (Salmon (Oncorhynchus keta)),"source_count=2; spread_ratio=2020.2020 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || ACToR: ID 60535-02-6 AHTPDB: ID 1084, 1467, 1512, 2029, 2225, 2787, 4236, 4723, 5165, 6159 BindingDB: ID 50049749 BioPepDB: ID biopep00984 BIOPEP-UWM database of bioactive peptides: ID 8690 BRENDA: Ligand Met-Trp ChEBI: ID 74709 ChEMBL: ID CHEMBL3321992 ChemSpider: ID 2338590 EPA CompTox: ID DTXSID60209279 EPA DSSTox: ID DTXCID30131770 EROP-Moscow: ID E09199 J-GLOBAL: ID 200907031929831481 Metabolights: ID MTBLC74709 Nikkaji: ID J1.302.732C PubChem: CID 3080870 SATPdb: ID satpdb12133 SureChEMBL: ID SCHEMBL7048700 ZINC: ID ZINC000002384976 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC, HIC"
MY,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,193.0,20000.0,193.0,193.0,103.62694300518135,3,13,7,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000480 | ace_merged_000481 | ace_merged_000482 | ace_merged_000483 | ace_merged_000484 | ace_merged_000485 | ace_merged_000486 || 1095 | 1357 | 2792 | 3388 | 5166 | 6173 | 6372 || biopep_ace_000082 || 3388 || 1095 || 2792 || 5166 || 6173 || 6372,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3388 || Fish (Sardine) || Fish (Sardine (Sardina pilchardus muscle)) || Fish (Sardine muscle),"source_count=2; spread_ratio=103.6269 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1095, 1357, 2792, 3997, 4726, 5166, 5615, 6173, 6372 BIOPEP-UWM database of bioactive peptides: ID 8090; 8838 BRENDA: Ligand Met-Tyr-OH CAS: Registry No 13589-04-3 ChEBI: ID 73615 ChemSpider: ID 5373137 EPA CompTox: ID DTXSID10874592 EROP-Moscow: ID E01332 J-GLOBAL: ID 200907099510465373 Metabolomics Workbench: ID 78914 Nikkaji: ID J81.650G PubChem: CID 7009558 SATPdb: ID satpdb13539 SureChEMBL: ID SCHEMBL7609995 Wikidata: ID Q27141932 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || 2,4,6-trinitrobenzene sulfonate(TNBS) method || RP-GPC, HPLC || Cushman and Cheung (1971) || RP-HPLC"
NF,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,46.3,20000.0,46.3,46.3,431.9654427645789,2,11,6,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000487 | ace_merged_000488 | ace_merged_000489 | ace_merged_000490 | ace_merged_000491 | ace_merged_000492 || 1384 | 1814 | 2658 | 5167 | 5745 | 6669 || 1814 || 2658 || 5167 || 5745 || 6669,Garlic || Garlic (Allium sativum L) || Garlic (Allium sativum),"source_count=1; spread_ratio=431.9654 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC, RP-HPLC || RP-HPLC, FAB-MS || GFC, IEC, RP-HPLC"
NG,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,12000.0,12000.0,12000.0,12000.0,1.0,3,4,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000493 | ace_merged_000494 || 6611 | 7624 || biopep_ace_000228 || 7624 || 6611,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7624,source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
NK,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,810.0,810.0,810.0,810.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000495 || 6684,,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
NP,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,2300.0,20000.0,2300.0,2300.0,8.695652173913043,2,5,3,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000496 | ace_merged_000497 | ace_merged_000498 || 1397 | 5168 | 6166 || 5168 || 6166,Fish (Sardine (Sardina pilchardus fermented sauce)),"source_count=1; spread_ratio=8.6957 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC"
NY,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,32.6,20000.0,32.6,32.6,613.4969325153374,2,11,6,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000499 | ace_merged_000500 | ace_merged_000501 | ace_merged_000502 | ace_merged_000503 | ace_merged_000504 || 1381 | 1811 | 2655 | 5169 | 5742 | 6668 || 1811 || 2655 || 5169 || 5742 || 6668,Garlic || Garlic (Allium sativum L) || Garlic (Allium sativum),"source_count=1; spread_ratio=613.4969 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC, RP-HPLC || RP-HPLC, FAB-MS || GFC, IEC, RP-HPLC"
PG,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,17000.0,20000.0,17000.0,17000.0,1.1764705882352942,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000506 | ace_merged_000507 | ace_merged_000508 || 1493 | 6612 | 7625 || biopep_ace_000229 || 7625 || 6612,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7625,"source_count=2; spread_ratio=1.1765 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || ACToR: ID 2578-57-6 AHTPDB: ID 1493, 3060, 3143, 3151, 3257, 3428, 3524, 3613, 3827, 4001, 4395, 4533, 4669, 6612 BindingDB: ID 50188480 BioPepDB: ID biopep01043 BIOPEP-UWM database of bioactive peptides: ID 2754, 3285; 3460; 8855 BIOPEP-UWM database of sensory peptides and amino acids: ID 481 BRENDA: Ligand Pro-Gly ChEBI: ID 61695 ChEMBL: ID CHEMBL59426 ChemSpider: ID 4932143 EROP-Moscow: ID E03694; E02533; E09277 FDA SRS: ID 42521I3FYC Golm: ID 654E0B74-C991-4228-B739-3A3AB574E291 J-GLOBAL: ID 200907040238523577 Nikkaji: ID J149.651D PubChem: CID 6426709 Rhea: ID 61696 SATPdb: ID satpdb10032 SureChEMBL: ID SCHEMBL620067 ZINC: ID ZINC000004899418 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit"
PL,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,337.32,337.32,337.32,337.32,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000510 || 6523,Fish (Alaska pollack (Theragra chalcogramma)),only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
PP,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,2284.7,2284.7,2284.7,2284.7,1.0,2,8,2,,,,merged_short23_tiered_standardized || ferm_strict_core_standardized,False,False,Tier C,ace_merged_000511 | ace_merged_000512 | ace_merged_000513 | ace_merged_000514 || FMDB1600 | FMDB1609 | FMDB1626 | FMDB1630 || fermfoodb_ace_000696 | fermfoodb_ace_000697 | fermfoodb_ace_000703 | fermfoodb_ace_000707,,source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || FermFooDb || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1600 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1609 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1626 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1630 || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry || spectrophotometric assay using HHL as substrate
PR,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,4.1,20000.0,4.1,4.1,4878.048780487806,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_000516 | ace_merged_000517 | ace_merged_000518 || 1374 | 3537 | 6454 || biopep_ace_000126 || 3537 || 6454,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3537 || Sake and sake lees,source_count=2; spread_ratio=4878.0488 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || ACToR: ID 2418-74-8 AHTPDB: ID 1179; 1374; 3206; 3526; 4011; 4104; 5431; 5618; 6454 BindingDB: ID 50169180 BioPepDB: ID biopep01094 BIOPEP-UWM database of bioactive peptides: ID 9489 BIOPEP-UWM database of sensory peptides and amino acids: ID 12 BitterDB: ID 837 BRENDA: Ligand Pro-Arg CHEBI: ID 73645 ChEMBL: ID CHEMBL190549 ChemIdPlus: ID 2418-74-8 ChemSpider: ID 133096 CTD: ID 2418-74-8 eChemPortal: ID 2418-74-8 EPA CompTox: ID DTXSID30178887 EPA DSSTox: ID DTXCID90101378 EROP-Moscow: ID E09262 J-GLOBAL: ID 200907076180042977 Metabolomics Workbench: ID 78937 Nikkaji: ID J1.353.238I PubChem: CID 151004 SATPdb: ID satpdb16956 ZINC: ID ZINC04899789 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
QG,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,7400.0,20000.0,7400.0,7400.0,2.7027027027027026,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_000520 | ace_merged_000521 | ace_merged_000522 || 1491 | 6603 | 7617 || biopep_ace_000221 || 7617 || 6603,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7617,source_count=2; spread_ratio=2.7027 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
QK,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,885.0,20000.0,10442.5,10442.5,22.598870056497177,2,3,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000523 | ace_merged_000524 || 1352 | 6666 || 6666,,source_count=1; spread_ratio=22.5989 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
QN,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,89.0,89.0,89.0,89.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_000525 || 3642,Milk (Fermented Milk),only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Holmquist et al. (1979) || RP-HPLC
QP,2,merged_backbone,main,merged_sequence_level_authoritative,True,True,65.8,598.1,598.1,598.1,9.089665653495441,5,14,5,,,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier A,ace_merged_000526 | ace_merged_000527 | ace_merged_000528 | ace_merged_000529 | ace_merged_000530 | ace_merged_000531 | ace_merged_000532 || 6929 | 9566 | FMDB1599 | FMDB1625 | FMDB1629 | FMDB1638 | MBPDB_P02668_QP_28-29_112-113 || biopep_ace_000528 || 9566 || mbpdb_ace_000049 || MBPDB_P02668_QP_28-29_112-113 || fermfoodb_ace_000695 | fermfoodb_ace_000702 | fermfoodb_ace_000706 | fermfoodb_ace_000712 || FMDB1599 | FMDB1625 | FMDB1629 | FMDB1638 || 6929,10.1016/j.chroma.2004.05.022 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9566 || Chemically Synthesized,source_count=4; spread_ratio=9.0897 || >=3 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM | FermFooDb | MBPDB || AHTPDB: ID 6929 BioPepDB: ID biopep01157 BIOPEP-UWM database of bioactive peptides: ID 8532 BRENDA: Ligand Gln-Pro ChemSpider: ID 9911368 EROP-Moscow: ID E10443 HMDB: ID HMDB0028805 MBPDB: Peptide QP PubChem: CID 11736661 SATPdb: ID satpdb19573 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1599 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1625 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1629 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1638 || BIOPEP-UWM || Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry || Bos taurus || Kappa-casein || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit
