sequence,length,task_role,is_main_23,is_aux_45,label_ic50_uM,label_pIC50,sample_weight,weight_len,weight_quality,dedup_strategy,label_source_mode,is_from_merged_backbone,contains_merged,source_count,record_count_total,high_confidence_flag,conflict_flag,tier_23,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_db_set,source_table_set,source_file_set,origin_source_set,raw_record_ids,citation_ids,notes,row_count_after_filter
IHETT,5,aux,False,True,2.7,5.568636235841012,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,2.7,2.7,2.7,2.7,1.0,,,,ahtpdb_clean_um_standardized,2014,Meat protein,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
IIAEK,5,aux,False,True,63.7,4.195860567664649,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,2,False,False,,63.7,63.7,63.7,63.7,1.0,,,,biopep_core_standardized || mbpdb_core_standardized,biopep_ace_000468 || 9230 || mbpdb_ace_000068 || MBPDB_P02754_IIAEK_87-91,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9230 || 10.1016/j.jff.2014.04.002,BIOPEP-UWM || Selective enrichment of bioactive properties during ultrafiltration of a tryptic digest of β-lactoglobulin || Bos taurus || Beta-lactoglobulin,2
IIAMK,5,aux,False,True,498.0,3.3027706572402824,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,498.0,498.0,498.0,498.0,1.0,,,,ahtpdb_clean_um_standardized,5537,Buffalo colostrum Beta Lactoglobulin,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Jimsheena and Gowda (2009) || HPLC, LC-MS",1
IKLPP,5,aux,False,True,193.9,3.7124221909212944,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,193.9,193.9,193.9,193.9,1.0,,,,biopep_core_standardized,biopep_ace_000314 || 9014,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9014,BIOPEP-UWM,1
IKPVQ,5,aux,False,True,33.5,4.474955192963154,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,33.5,33.5,33.5,33.5,1.0,,,,ahtpdb_clean_um_standardized,4642,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
ILVDR,5,aux,False,True,81.25,4.090176630349088,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,81.25,81.25,81.25,81.25,1.0,,,,biopep_core_standardized,biopep_ace_000741 || 10775,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10775,BIOPEP-UWM,1
INYWL,5,aux,False,True,11.0,4.958607314841775,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,11.0,11.0,11.0,11.0,1.0,,,,ahtpdb_clean_um_standardized,1306,Whey (Whole whey protein),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, UF",1
IPAGV,5,aux,False,True,93.0,4.031517051446065,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,93.0,93.0,93.0,93.0,1.0,,,,biopep_core_standardized,biopep_ace_000608 || 9938,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9938,BIOPEP-UWM,1
IPAIN,5,aux,False,True,432.6,3.363913484896927,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,2,False,False,,432.6,432.6,432.6,432.6,1.0,,,,ahtpdb_clean_um_standardized,5320 || 5935,Milk (caprine kefir),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC, UF",2
IPAQK,5,aux,False,True,201.0,3.696803942579511,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,201.0,201.0,201.0,201.0,1.0,,,,ahtpdb_clean_um_standardized,2466,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
IPAVF,5,aux,False,True,9.404520344070178,5.026663349739938,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,2,False,False,,9.09,9.719040688140357,9.404520344070178,9.404520344070178,1.0692013958350228,,,,mbpdb_core_standardized || ferm_strict_core_standardized,mbpdb_ace_000074 || MBPDB_P02754_IPAVF_94-98 || fermfoodb_ace_000816 || FMDB2043,10.1021/acs.jafc.9b06237,Structure-Based Identification and Design of Angiotensin Converting Enzyme-Inhibitory Peptides from Whey Proteins || Bos taurus || Beta-lactoglobulin || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ANGIOTENSIN I-CONVERTING ENZYME (ACE) INHIBITORY PEPTIDES FROM WHEY FERMENTED BY LACTOBACILLUS SPECIES || Spectrophotometric assay using HHL as substate,2
IRAQQ,5,aux,False,True,81.0,4.0915149811213505,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,5,False,False,,4.2,160.0,81.0,81.88,38.095238095238095,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000112 || 3516 || 2438 || 5321 || 5813 || 6435,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3516 || Cereals (Maize (Zea mays)) || A-zein hydrolysate,"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC",5
IRPVQ,5,aux,False,True,1.4,5.853871964321762,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,3,False,False,,1.4,1.41,1.4,1.403333333333333,1.0071428571428571,,,,ahtpdb_clean_um_standardized,2307 || 5322 || 5674,Fish (Bonito (Sarda bowel)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC, HIC",3
IRWCT,5,aux,False,True,1.0,6.0,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,1.0,1.0,1.0,1.0,1.0,,,,ahtpdb_clean_um_standardized,2040,Egg proteins,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
ITTNP,5,aux,False,True,549.0,3.260427655549908,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,6,False,False,,549.0,549.0,549.0,549.0,1.0,,,,ahtpdb_clean_um_standardized,2017 || 2509 || 2702 || 2902 || 5714 || 6558,Pork skeletal muscle proteins || Porcine skeletal muscle || Porcine || Porcine myosin,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC || Cushman and Cheung (1971), Yamamoto and others || HPLC, FAB-MS",6
IWHHT,5,aux,False,True,5.8,5.236572006437063,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,7,False,False,,5.1,5.8,5.8,5.5,1.1372549019607845,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000061 || 3348 || 1066 || 2344 || 4223 || 5323 || 5658 || 6345,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3348 || Fish (Dried Bonito) || Fish (Dried bonito hydrolysate) || Fish (Bonito (Sarda - dried bonito (katsuobusi))) || Fish (Dried bonito),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC || Cushman and Cheung (1971), Yamamoto and others || RP-HPLC, HIC",7
IYPRY,5,aux,False,True,4.1,5.3872161432802645,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,7,False,False,,4.1,8.5,4.1,5.671428571428572,2.073170731707317,,,,ahtpdb_clean_um_standardized,1670 || 2346 || 4999 || 5324 || 5571 || 6154 || 6410,Casein || Sake || Cereals (Sake (Japanese alcoholic beverage made from rice)) || Sake and sake lees,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Enzymatic Hydrolysis of milk proteins || Cushman and Cheung (1971) || RP-HPLC,7
KAPVA,5,aux,False,True,46.56,4.331987028358168,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,5,False,False,,46.56,46.56,46.56,46.56,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000269 || 8199 || 2548 || 5325 || 6125 || 6760,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8199 || Pork (Sus domesticus) || Pork meat,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Sentandreu and Toldra (2006) || RP-HPLC,5
KAVPQ,5,aux,False,True,39.0,4.4089353929735005,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,39.0,39.0,39.0,39.0,1.0,,,,ferm_strict_core_standardized,fermfoodb_ace_000198 || FMDB782,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Identification of peptides in traditional and probiotic sheep Milk Yogurt with angiotensin I-converting enzyme (ACE)-inhibitory activity || ACE In hibitory activity using HHL as the substrate,1
KDERF,5,aux,False,True,848.0,3.0716041477432863,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,4,False,False,,431.15,848.0,848.0,743.7875,1.966832888785805,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000054 || MBPDB_P02669_KDERF_34-38 || 1004 || 2494 || 6614,10.1002/elps.200700324 || Milk (Ovine milk proteins) || Milk (Ovine milk product),"Identification of novel angiotensin-converting enzyme-inhibitory peptides from ovine milk proteins by CE-MS and chromatographic techniques || Ovis aries || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, FPLC, RP-HPLC, IT-MS (CE-MS)",4
KDYRL,5,aux,False,True,26.5,4.576754126063192,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,5,False,False,,26.5,26.5,26.5,26.5,1.0,,,,ahtpdb_clean_um_standardized,1261 || 1824 || 2695 || 5326 || 6095,Legume (Mung bean protein) || Legume (Mung Bean) || Legume (Mung bean (Phaseolus radiatus L.)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Extraction-free spectrophotometric assay || Li G-H et al. 2005 || UF, RPC || Modified Lieberman’s method || GPC, MALDI-TOF MS || Li et al (2005) || GFC, RP-HPLC, HIC",5
KFPQY,5,aux,False,True,12.37,4.907630300370879,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,12.37,12.37,12.37,12.37,1.0,,,,biopep_core_standardized,biopep_ace_000521 || 9552,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9552,BIOPEP-UWM,1
KLKFV,5,aux,False,True,30.2,4.51999305704285,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,30.2,30.2,30.2,30.2,1.0,,,,ahtpdb_clean_um_standardized,2400,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
KPGRP,5,aux,False,True,67.08,4.173406946065952,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,67.08,67.08,67.08,67.08,1.0,,,,biopep_core_standardized,biopep_ace_000317 || 9017,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9017,BIOPEP-UWM,1
KVLPG,5,aux,False,True,265.44,3.5760336313197145,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,265.44,265.44,265.44,265.44,1.0,,,,biopep_core_standardized,biopep_ace_000320 || 9020,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9020,BIOPEP-UWM,1
LALPP,5,aux,False,True,790.0,3.1023729087095586,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,5,False,False,,290.0,794.33,790.0,690.866,2.7390689655172413,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000206 || MBPDB_P05814_LALPP_161-165 || 2520 || 5327 || 6012 || 6837,10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Synthetic peptide of Human beta casein),"Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",5
LAPYK,5,aux,False,True,16.85,4.773400094792643,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,16.85,16.85,16.85,16.85,1.0,,,,biopep_core_standardized,biopep_ace_000551 || 9734,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9734,BIOPEP-UWM,1
LDIQK,5,aux,False,True,27.6,4.559090917934782,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,4,False,False,,17.0,390.67,27.6,115.7175,22.98058823529412,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000153 || 7070 || mbpdb_ace_000090 || MBPDB_P02754_LDIQK_26-30 || 1308 || 2485,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7070 || 10.1016/j.chroma.2006.03.006 || Whey protein (Beta Lactoglobulin),BIOPEP-UWM || Effect of β-lactoglobulin hydrolysis with thermolysin under denaturing temperatures on the release of bioactive peptides || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit,4
LDTDY,5,aux,False,True,121.0,3.9172146296835497,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,121.0,121.0,121.0,121.0,1.0,,,,mbpdb_core_standardized,mbpdb_ace_000088 || MBPDB_P02754_LDTDY_111-115,10.1016/j.jff.2015.11.038,Do whey protein-derived peptides have dual dipeptidyl-peptidase IV and angiotensin I-converting enzyme inhibitory activities? || Bos taurus || Beta-lactoglobulin,1
LIVTQ,5,aux,False,True,0.087,7.060480747381382,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,0.087,0.087,0.087,0.087,1.0,,,,ferm_strict_core_standardized,fermfoodb_ace_000377 || FMDB990,,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Antihypertensive Peptides Derived from soy Protein by Fermentation || Spectrophotometric assay using HHL as substrate,1
LIWKL,5,aux,False,True,0.47,6.327902142064283,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,3,4,False,False,,0.47,0.47,0.47,0.47,1.0,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000397 || 9109 || mbpdb_ace_000020 || MBPDB_P24627_LIWKL_285-289 || 4331 || 5522,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9109 || 10.1016/j.foodchem.2011.08.076,BIOPEP-UWM || Antihypertensive effect of a bovine lactoferrin pepsin hydrolysate: Identification of novel active peptides || Bos taurus || Lactotransferrin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Sentandreu and Toldra (2006) || RP-HPLC || HPLC,4
LKISQ,5,aux,False,True,10.64,4.9730583720409705,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,10.64,10.64,10.64,10.64,1.0,,,,biopep_core_standardized,biopep_ace_000552 || 9735,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9735,BIOPEP-UWM,1
LKPDM,5,aux,False,True,9.69,5.013676222949234,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,9.69,9.69,9.69,9.69,1.0,,,,ahtpdb_clean_um_standardized,2359,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
LKPMN,5,aux,False,True,6.095,5.215026290045599,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,2,False,False,,2.4,9.79,6.095,6.095,4.079166666666667,,,,ahtpdb_clean_um_standardized,2360 || 6664,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,2
LKPNM,5,aux,False,True,2.4,5.619788758288394,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,12,False,False,,2.4,17.0,2.4,6.05,7.083333333333334,,,,ahtpdb_clean_um_standardized,1022 || 1068 || 1072 || 1659 || 1952 || 2024 || 2944 || 5006 || 5328 || 5512 || 5560 || 5660,Fish (Bonita) || Fish (Dried Bonito) || Aldolase || Fish proteins || Fish || Fish (Dried bonito hydrolysate) || Fish (Bonito (Sarda - dried bonito (katsuobusi))),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || ACE inhibitory assay kit (ACE kit-WST, Dojindo Lab || SEC, RP-HPLC, LC-MS/MS || Cushman and Cheung (1971) || HPLC || Cushman and Cheung (1971), Yamamoto and others || HPLC, RP-HPLC || Enzymatic Hydrolysis of milk proteins || RP-HPLC, HIC",12
LKYAT,5,aux,False,True,0.09,7.045757490560675,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,0.09,0.09,0.09,0.09,1.0,,,,biopep_core_standardized,biopep_ace_000553 || 9736,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9736,BIOPEP-UWM,1
LLDPR,5,aux,False,True,277.16,3.5572694473386286,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,277.16,277.16,277.16,277.16,1.0,,,,biopep_core_standardized,biopep_ace_000743 || 10777,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10777,BIOPEP-UWM,1
LLMPK,5,aux,False,True,686.2,3.1635492862798453,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,686.2,686.2,686.2,686.2,1.0,,,,biopep_core_standardized,biopep_ace_000466 || 9220,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9220,BIOPEP-UWM,1
LPILR,5,aux,False,True,779.8,3.108016769148033,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,779.8,779.8,779.8,779.8,1.0,,,,biopep_core_standardized,biopep_ace_000541 || 9708,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9708,BIOPEP-UWM,1
LPYPY,5,aux,False,True,28.9,4.539102157243452,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,5,False,False,,20.885,28.9,28.9,27.297000000000004,1.3837682547282737,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000034 || MBPDB_P02668_LPYPY_77-81 || 1006 || 2398 || 4323 || 6618,"1) 10.1002/elps.200700324, 2) 10.3168/jds.2018-15901 || Milk (Ovine milk proteins) || Milk-Cheese (Sheep milk and cheeses proteins) || Milk (Ovine milk product)","1) Identification of novel angiotensin-converting enzyme-inhibitory peptides from ovine milk proteins by CE-MS and chromatographic techniques, 2) Angiotensin-converting enzyme inhibitory peptides from Lactobacillus delbrueckii QS306 fermented milk || Bos taurus || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, FPLC, RP-HPLC, IT-MS (CE-MS) || RP-HPLC",5
LQQGG,5,aux,False,True,8.6,5.0655015487564325,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,8.6,8.6,8.6,8.6,1.0,,,,ahtpdb_clean_um_standardized,2006,Cereals (Barley protein B-Hordein),small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
LRCNG,5,aux,False,True,2.9,5.537602002101044,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,2.9,2.9,2.9,2.9,1.0,,,,ahtpdb_clean_um_standardized,2034,Fish (chum salmon fish),small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
LRKKQ,5,aux,False,True,2.4,5.619788758288394,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,2.4,2.4,2.4,2.4,1.0,,,,ahtpdb_clean_um_standardized,2033,Fish (chum salmon fish),small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
LSNGK,5,aux,False,True,130.6,3.884056823060945,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,130.6,130.6,130.6,130.6,1.0,,,,biopep_core_standardized,biopep_ace_000392 || 9101,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9101,BIOPEP-UWM,1
LVQGS,5,aux,False,True,43.7,4.359518563029578,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,6,False,False,,43.7,43.7,43.7,43.7,1.0,,,,ferm_strict_core_standardized || ahtpdb_clean_um_standardized,fermfoodb_ace_000379 | fermfoodb_ace_000856 || FMDB2202 | FMDB992 || 1898 || 2700 || 5329 || 6217,Soybean (Fermented Soybean) || Soybean || Soybean (Glycine max fermented soybean extract),"within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Purification and identification of an angiotensin I-converting enzyme inhibitory peptide from fermented soybean extract || Spectrophotometric assay using HHL as substate | Spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, SEC, RPC || RP-HPLC, MALDI-TOF-MS || GFC, IEC, RP-HPLC, UF",5
LYHVL,5,aux,False,True,17.5,4.756961951313706,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,17.5,17.5,17.5,17.5,1.0,,,,biopep_core_standardized,biopep_ace_000450 || 9204,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9204,BIOPEP-UWM,1
LYPVK,5,aux,False,True,4.5,5.346787486224656,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,3,False,False,,4.5,4.5,4.5,4.5,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000116 || 3523 || 2336 || 6441,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3523 || Fig (Ficus carica),BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,3
MDFLI,5,aux,False,True,0.01,8.0,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,3,False,False,,0.01,172.470562411,0.01,57.49685413699999,17247.0562411,,,,ahtpdb_clean_um_standardized,1828 || 2295 || 6717,Chickpea (legumin fraction),"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Hayakari et al. (1978) || UF, RPC || exact_molar_value || not_converted: ic50_type不是mass_unit",3
MIPAY,5,aux,False,True,8.7,5.060480747381382,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,8.7,8.7,8.7,8.7,1.0,,,,ahtpdb_clean_um_standardized,4643,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1
MLLCS,5,aux,False,True,98.8700564972,4.004935217675403,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,5,False,False,,0.828,2068.08781419,98.8700564972,576.20903854424,2497.690596847826,,,,ahtpdb_clean_um_standardized,2815 || 2926 || 3686 || 3690 || 3721,Sea-squirt body || Sea-squirt || Ascidian body,"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Kim et al. 2001 || UF, GF, RP-HPLC || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, GFC, RP-HPLC || RP-HPLC",5
MLPAY,5,aux,False,True,1.58,5.801342913045577,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,4,False,False,,1.58,1.58,1.58,1.58,1.0,,,,ahtpdb_clean_um_standardized,1884 || 4635 || 5330 || 6191,Sesame || Sesame protein || Sesame (Sesamum indicum),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Friedland and Silverstein (1976) || SEC, RPC || RP-HPLC || GFC, RP-HPLC",4
MLPVY,5,aux,False,True,5.4,5.267606240177032,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,5.4,5.4,5.4,5.4,1.0,,,,biopep_core_standardized,biopep_ace_000295 || 8405,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8405,BIOPEP-UWM,1
MNPPK,5,aux,False,True,945.5,3.0243384668189415,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,6,False,False,,945.5,954.99,945.5,947.0816666666666,1.010037017451084,,,,ahtpdb_clean_um_standardized,2018 || 2527 || 2701 || 2901 || 5715 || 6557,Pork skeletal muscle proteins || Porcine skeletal muscle || Porcine myosin,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC || Cushman and Cheung (1971), Yamamoto and others || HPLC, FAB-MS",6
MPFPK,5,aux,False,True,261.32,3.582827350482225,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,261.32,261.32,261.32,261.32,1.0,,,,biopep_core_standardized,biopep_ace_000824 || 11224,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11224,BIOPEP-UWM,1
MRWRD,5,aux,False,True,2.1,5.6777807052660805,0.4,0.5,0.8,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,2,6,False,False,,2.09,2.1,2.1,2.098333333333333,1.0047846889952154,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000530 || 9664 || 1922 || 2315 || 2573 || 5331 || 6228,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9664 || Spinach || Spinach Rubisco || Spinach (Spinacia oleracea),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RPC, CC || Cushman and Cheung (1971), Maruyama and Suzuki || HPLC || IEC, RP-HPLC",6
MTEEY,5,aux,False,True,90.3,4.044312249686494,0.35,0.5,0.7,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,1,1,False,False,,90.3,90.3,90.3,90.3,1.0,,,,biopep_core_standardized,biopep_ace_000391 || 9099,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9099,BIOPEP-UWM,1
